price,bedrooms,bathrooms,sqft_living,yr_built
1411600,2,2.5,3180,1985
736000,2,1,1500,1933
355000,3,1.75,1730,1954
305000,3,1,1580,1962
484998,4,2.5,1540,2014
1054690,4,3.5,3390,2014
334500,2,1.5,830,2005
475000,4,2.75,2620,2013
309780,3,2.5,2242,2014
795000,4,2.5,2890,2005
274500,3,2.25,1450,2010
265050,2,1.5,800,2008
567500,3,2.5,2280,2006
915000,3,4.5,3850,2013
285000,5,2.5,2270,1995
445838,3,2.5,2250,2000
304900,4,1.75,2600,1969
940000,4,2,2490,1968
1127000,4,2.5,3160,1995
835000,4,4.25,4930,2005
290000,3,1,1440,1967
250000,3,1.75,1770,1959
342000,4,2.5,2300,2001
1012000,4,2.5,2980,1989
400000,4,2.25,2230,1963
312500,3,1.75,1830,1950
267000,3,1,1740,1962
575000,3,1.75,1530,1955
810000,3,1.5,1520,1954
850000,3,2.5,3230,1945
1015000,3,3.25,3620,2005
1100000,4,3.75,5070,2000
240000,3,1.75,1570,1960
198000,4,1.75,2080,1966
565000,4,2.5,2230,1969
1195000,5,3,3420,1952
340000,8,2.75,2790,1977
815000,4,2.5,3150,2002
1875000,4,3.25,3930,2006
588000,5,3,2190,1940
280500,4,2.5,1890,1997
390000,4,2,1900,2004
509000,2,1.5,1930,1989
490600,3,2.5,3316,1986
650000,3,1.5,1380,1960
715000,3,4,2080,1997
529950,3,1,1240,1909
265000,3,1,1020,1959
1755000,3,2,2360,1909
1140000,3,2.5,2780,1969
610000,3,2,2300,1955
554729,4,2.5,2020,1943
395000,5,1.75,1840,1948
341000,3,1,1390,1908
264500,4,2.25,2060,1962
395000,4,2.75,2640,1963
640000,3,2.25,1980,1959
430000,3,1.5,1810,1958
410000,4,2.5,1700,1972
220000,4,1,1200,1923
1625000,4,3.25,2980,1999
405500,2,2.75,1350,2006
633000,4,2.5,2360,1977
295950,2,1,1190,1948
1042031,4,5,4110,1978
605000,4,2.5,2800,1970
255000,2,1.5,920,1995
474000,3,1.75,1530,1978
370000,2,1,860,1956
288000,3,2.5,1520,2004
100000,2,0.75,660,1912
1150000,5,2.5,3580,2000
600000,5,2.25,3000,1975
515000,5,3.25,2740,1977
345000,4,2.5,2040,1999
975000,6,2.75,2520,1954
850000,3,2,2470,1961
439990,3,2.5,1930,2005
554950,3,2.5,2950,2006
605000,3,2.5,2610,2001
609000,3,1.75,1630,2014
425000,3,1.5,1400,2007
399900,2,1.75,1410,2011
1025000,4,3.5,4370,2008
2351956,4,4.25,5010,2014
519995,4,3,2590,2014
625000,3,1.5,1300,1960
600000,3,2.5,2320,2003
1200000,4,2.5,2700,2004
1738000,4,2.25,2920,1937
671000,4,3,3130,1953
459500,3,1.75,1470,1984
499000,3,2.5,1540,1995
1280000,4,2.5,3160,1917
395000,3,1.75,1480,1975
861990,5,2.75,3595,2014
382500,2,1,1190,1981
404950,4,2.25,2340,1982
530000,3,1.75,1320,1918
195000,2,1,1190,1910
747500,4,2.25,2350,1977
199990,3,1,1100,1961
548800,4,1,1660,1930
870000,4,3,3040,1923
588000,3,2,1860,1908
775000,4,3.25,4100,1981
670000,6,3,4050,1970
445000,2,2,1240,1985
300000,4,3,2200,1960
480000,3,2.25,1680,1959
300000,3,1,930,1919
360000,3,1.5,1800,1931
527000,6,3.5,3000,1979
875000,3,1.5,1820,1952
266000,4,2.25,1995,1981
866000,4,3.25,3990,2004
335950,2,1.5,800,1951
215000,3,1,960,1967
481000,4,2.5,2286,2002
320000,3,1.75,2220,1950
295000,3,1.75,1940,1918
295000,3,1.5,1640,1908
320000,3,1,1120,1969
780000,4,2,2600,1953
437500,3,2,1490,1948
443000,5,1.75,1650,1902
575000,4,2.5,2400,1990
245000,2,1,1500,1926
450000,3,2.5,1990,1993
536000,2,1.5,1130,2009
685000,3,3.25,2030,1980
373000,4,1.75,1590,1960
450000,3,1.75,1480,1971
645000,4,2.5,2690,1985
1275000,3,2.5,3870,1997
230000,3,1,1390,1954
593000,3,2.75,1830,2011
558000,2,2,1580,1910
538250,3,2.25,2590,1984
475000,5,2.5,2510,1977
209950,3,1.5,1180,1968
410000,3,2.25,1450,1989
1636000,3,2.5,3110,1946
670000,5,2.5,2860,1958
821000,3,2.75,2760,1967
665000,5,2,2800,1963
339000,3,2.5,1450,2004
631500,4,2,2530,1910
570000,3,2,1640,1924
437000,3,1.75,2220,1967
542500,3,2.5,2040,1987
229500,3,1,1230,1967
170500,2,1,1060,1981
391500,3,2.5,1920,1993
296475,3,2.5,1520,2004
1450000,4,3.25,3770,1925
888550,3,2.5,3540,1989
1360000,4,3,5430,1987
328000,3,2,2250,1998
300000,4,2.5,2090,2007
500000,3,2.5,1720,2011
494815,3,2.5,1910,2014
378000,3,2.5,1601,2007
505000,2,2.25,1060,2006
680000,4,2.75,2330,2005
351999,3,2.5,2370,2014
510000,3,2.5,1420,2014
1300000,4,2.25,2360,2013
374000,2,1.5,1260,2001
509900,3,2.5,3030,2009
230000,3,1.75,1140,2014
527700,5,2.5,2820,1968
438000,2,2,1270,2000
900000,3,2.5,3180,1978
1131000,3,2.25,2790,2006
439000,4,2.25,2570,1980
315000,2,1,1080,1919
765000,4,4,3010,2004
332000,3,2.25,2120,1979
600000,3,2.25,1900,1969
378500,3,2.5,2860,1990
190000,3,1,910,1968
645000,4,2.5,2850,1987
780000,2,2.5,2560,1901
370000,3,1.75,1570,1982
875000,4,3.5,3110,1979
1049000,4,3.75,4740,1991
479000,3,1,1340,1955
245000,4,2.25,2600,1978
542000,3,1.75,1070,1966
557500,3,2.25,1820,1984
480000,2,1,1060,1924
330000,3,2.25,2220,1993
160000,3,1,1350,1942
695500,5,2.75,2510,1975
235500,5,2.5,2340,1967
326500,3,1,1060,1968
300000,4,2.5,2200,1998
267000,3,1,1400,1944
292600,3,1.5,1520,1959
362000,5,3,1810,1998
1087500,2,2,2360,1997
357562,2,1.75,1210,2014
789900,3,2.5,3420,1987
513000,3,2.5,1810,1992
336000,3,2.25,2760,1969
560000,4,2.25,1950,1968
1150000,3,2.5,3830,1991
410000,4,2.25,2060,1963
371500,3,1,1650,1954
368000,4,1.75,2100,1964
650000,4,3,3720,2003
308950,4,2.5,1920,1994
440000,3,2,1860,1998
630000,2,2.5,2290,2005
228950,3,1.75,1200,1968
782000,4,3.5,5270,2004
245000,3,2.5,1600,1992
410000,4,2.5,2560,2006
427550,2,1,880,1940
235000,2,1,1020,1939
210000,3,2,960,1949
485000,4,2.25,1900,1977
410000,3,2,1320,1920
435000,4,2.75,2230,1998
300000,3,1,1150,1960
455000,4,3.5,3440,2002
210000,3,1,1070,1949
1050000,4,2.75,2250,1927
458400,4,2.5,1910,1921
390000,3,1.75,1180,1967
148226,3,1,1400,1968
711600,4,3,3580,1991
819000,3,2.75,3176,1985
613000,2,2,1170,1927
592350,2,2,1570,2006
232000,3,1.5,1460,1966
250000,3,1.75,1140,1983
115000,1,2,1150,1962
1115000,4,2.5,3180,1978
585000,4,2.5,2630,1999
580000,3,2.25,1940,1987
165000,1,1,850,1906
430000,3,2,1550,1942
383000,3,2.25,2090,1961
1195000,4,3.5,3960,2006
201500,3,1,1320,1912
690000,4,2.5,3220,1991
325000,2,1,800,1953
375000,3,1.75,1660,1976
600000,4,2.5,2250,1991
340000,3,2.25,2120,1997
890000,4,2.75,2310,1979
415000,4,1.75,1920,1970
255000,3,1.75,1550,1976
530000,2,2.5,1785,1975
468000,3,1.5,1830,1962
970000,5,2.75,3500,1927
599000,3,2,2560,1987
399500,4,1.75,1360,1928
2458000,4,5.25,6500,2001
1205000,4,3.5,3150,2014
325000,2,1,810,1941
1135250,5,4,7320,1992
568000,4,1.75,2790,1956
517000,2,1.5,1920,1912
469950,4,2.75,2530,1997
1675000,3,2.5,3490,1939
2180000,6,2.75,4710,1931
623000,3,1.75,2050,1973
720000,4,2.25,2410,1965
205000,3,1,1180,1967
148000,2,1,630,1930
950000,3,2.5,3480,1941
405000,3,1.5,1010,1953
293000,3,2.25,1910,2009
550000,3,3.5,2490,2005
435000,4,2.5,2150,2010
355000,4,2.75,3000,2005
673000,3,2.75,2830,2012
449990,4,2.5,2680,2013
249000,2,1.5,1090,1982
380000,4,2.5,1984,1962
760005,4,2.75,3090,2010
674600,4,2.5,2610,2006
812000,4,3.5,3370,2007
333490,4,2.5,2250,2014
320000,3,3.25,1450,2013
999000,4,2.5,3130,2013
810000,2,2.75,2700,2007
399950,5,2.75,1970,1986
550000,3,2,1970,1929
290000,3,1.5,1950,1959
232500,3,1.5,1940,1969
1355000,4,3.5,3550,1999
565000,3,2.5,2500,1990
749950,4,2.75,2910,1957
720500,4,2.5,3350,1985
507000,3,1.75,2140,1950
989000,5,4.5,4030,2000
463000,4,2.5,1980,1974
310000,3,1.5,1460,1952
284000,4,1.75,1880,1960
737500,3,1.75,2320,1935
569000,3,3.25,2220,1929
700000,3,1,1410,1901
660000,3,1,1240,1927
275000,4,2,2030,1944
570000,6,3.75,4000,2004
150000,3,0.75,490,1959
356000,3,2.5,1590,2000
610000,3,2.5,2630,2001
498800,2,1.75,1350,2008
226550,3,1,990,1943
692500,4,2.75,3710,1999
250000,3,1,990,1960
660000,4,2.5,2510,2002
295000,2,1,800,1953
154950,4,1,1600,1966
409124,5,3.25,3320,1999
287000,5,1.5,1730,1962
810000,4,1.75,2000,1958
525000,4,2.75,2910,1985
525000,4,1.75,1710,1955
275000,3,1,1200,1954
583000,3,2.5,2600,1998
237950,2,1.75,1460,1987
1065000,4,3.75,4260,2008
679000,4,2.75,2100,1928
1465000,6,4.5,4230,1916
410000,3,1.75,1660,1980
306000,3,1,1450,1969
215000,4,1.5,1860,1920
594950,4,2.5,2720,1989
1250000,4,2.5,2920,1957
305000,3,1.5,1800,1966
425000,2,1,1320,1939
215000,3,1.75,1770,1959
480000,5,2.75,2550,1967
550000,4,1.75,2150,1966
750000,4,2.5,3020,2004
137124,3,1,960,1970
840000,3,2,2783,1910
624800,3,2,2250,1964
630000,3,1.75,1710,1986
590000,3,2.5,2650,1975
599950,3,3.25,1830,2014
299880,3,2.5,1460,2000
400000,3,2,1760,1967
560000,3,2.5,1960,2002
229000,4,2.25,2010,1979
525000,4,2.5,3670,2005
737000,2,2.25,2290,2007
680000,3,2,1780,1925
635000,4,2.5,3080,1997
740000,4,2.5,3360,1997
335500,3,1,1370,1930
270000,4,2.5,1660,1978
1037000,4,3.5,4440,2003
450000,5,2.5,2850,1925
379000,3,2.5,1530,1986
468000,4,2.5,2100,1976
321500,1,1,730,2008
443000,3,2.25,1920,1989
340000,3,1,1600,1958
470000,4,2.25,2380,1979
545000,3,2.5,2760,2002
415000,4,1.5,1840,1950
599000,7,2.5,2580,1901
759000,4,1.75,2100,1975
300000,4,1.75,1820,1926
1681000,5,5.25,4830,1952
359000,3,1.5,1550,1978
550000,4,1,1440,1924
395000,2,1,930,1940
486000,4,2.5,3560,1988
187000,2,1,840,1952
734950,4,3.25,4280,2002
284000,3,1.5,1500,1957
696000,4,3.5,3650,1996
380000,2,1,780,1918
625000,4,1,1600,1946
252000,4,1.75,1120,1966
560000,2,1,1010,1960
395000,4,2.75,1970,1961
900000,4,2.5,2230,1935
2680000,5,3,4290,1985
625000,3,1.75,3160,1978
580000,3,1.75,1850,1909
309000,3,2.25,1980,1963
412000,4,3.5,3360,1990
495000,3,2,2660,1964
215000,3,1,1200,1967
741500,2,2.5,2150,2010
749000,3,2.75,2820,2008
659950,4,2.75,3510,2014
530000,3,2.5,1790,2010
749000,4,2.75,2700,1910
2321000,5,4.75,5780,2006
595000,4,3.25,3730,2013
487000,4,2.5,2540,2005
760000,4,2.25,3300,2014
1240000,5,3.5,5430,2007
435000,4,2.5,2550,2009
374950,3,2.25,1390,2007
440000,3,1.5,1270,2007
360000,4,2.5,2380,2005
879000,4,2.5,3360,1994
1550000,5,4.25,6070,1999
505000,2,1,1240,1962
545000,2,2,2930,1980
600000,2,2.5,2410,1912
775000,6,2.75,2980,1916
725000,2,1.75,1950,1919
610000,4,2.75,2600,1976
350000,4,1,1170,1959
410000,3,1,1470,1953
639000,4,2,1840,1942
439000,4,2,1560,1968
499950,4,1.75,1520,1967
800000,3,2.75,2220,1914
350000,4,2.5,2800,1993
279000,2,1,670,1942
290256,3,2.25,1720,1983
355000,3,2.5,2110,1989
263000,3,1.75,1580,1993
880000,6,2.5,2640,1922
426500,4,2.5,2700,1998
735000,3,2.5,2820,2004
720000,4,2.5,3340,1999
265000,3,2.5,1530,1991
840000,4,3.5,3840,1998
657500,3,2,2320,1956
850000,5,2,2310,1966
436110,3,2.5,1770,2007
589900,2,3,3160,1993
620000,3,1.5,1620,1954
254000,4,2,1510,1955
375000,3,1.75,960,1962
455000,4,2.25,1740,1958
445000,4,2,1470,1965
568500,4,2.5,2460,1998
352500,3,1.75,1170,1962
342500,2,1.75,1210,1982
299950,3,2.5,1870,1990
425000,3,2.5,1950,2009
561000,4,2.5,2570,1990
455500,3,2,1460,1975
400000,3,2.5,2970,1967
443500,4,2.5,2040,1994
1234582,5,3.25,3240,1939
370000,4,2.75,3150,1965
475000,3,2.25,1820,1981
580000,4,2.5,2130,1980
518000,3,1.5,1430,1956
525000,3,2.5,2030,1991
236000,4,2.75,2000,1997
278500,4,2.25,1940,1990
205425,2,1.75,880,1945
248000,3,1,950,1954
505000,3,2.25,1670,2002
657500,3,2.5,2670,1989
670000,3,2.5,2700,2003
202000,1,1,590,1926
440000,4,2.25,2160,1966
690000,4,2.5,2700,2004
375000,6,2.25,3206,2012
291000,3,1.75,1560,1964
230000,3,1.75,1400,1957
850000,4,3.25,3090,2013
84350,4,2,2630,1953
12899000,3,2.5,2190,1956
2110000,4,1,2100,1959
2199900,4,1.5,1120,1969
188000,4,2.75,3260,1968
26590000,3,2,1180,1992
